participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
120,zy65yaay,5d83c1e911cb3a0001570ea4,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:22.869065,1,,,0.0,120,,0.0,1,1,qd0ydl2t,,,,,0
121,byoz9p3d,5dd352c51c219b35931aefd1,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:04:49.905442,1,,,5.0,121,,0.0,1,1,qd0ydl2t,,,,,0
122,iue3q9v1,6107047fbafeaf147ba228c0,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:05:39.812904,1,,,5.0,122,,0.0,1,1,qd0ydl2t,,,,,0
123,irczu8lq,611c566a4412b71fd8fb5e20,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:05:57.585906,1,,,9.0,123,,0.0,1,1,qd0ydl2t,,,,,0
124,2xmfs16y,5bbf916162b9aa00011466a3,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:07:30.304290,1,,,7.0,124,,0.0,1,1,qd0ydl2t,,,,,0
125,vpinomlh,60860909dc3bd4f7efeaef14,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:07:31.573169,1,,,5.0,125,,0.0,1,1,qd0ydl2t,,,,,0
126,2kv6716x,57dd1a741334540001170404,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:07:41.293983,1,,,5.0,126,,0.0,1,1,qd0ydl2t,,,,,0
127,xepotbdr,61573df2a779b544c3729b54,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:07:54.617726,1,,,5.0,127,,0.0,1,1,qd0ydl2t,,,,,0
128,1va28dii,6125b040ffa3c0b9e67b92c9,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:09:13.607291,1,,,0.0,128,,0.0,1,1,qd0ydl2t,,,,,0
129,kt95kpry,561bbdf9811d22000df3138a,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:14:55.956613,1,,,14.0,129,,0.0,1,1,qd0ydl2t,,,,,0
130,j1q2iv7q,5685850c333cbd000d4e042f,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:16:52.777637,1,,,10.0,130,,0.0,1,1,qd0ydl2t,,,,,0
131,8z1q5fo3,5ed88b61ff2fef399ca66d92,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:13.295058,1,,,5.0,131,,0.0,1,1,qd0ydl2t,,,,,0
132,q580hxva,600c66fafe6f05135db8ede9,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:13.219521,1,,,5.0,132,,0.0,1,1,qd0ydl2t,,,,,0
133,skduf90n,615d051e2366aeb051acb734,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:14.386635,1,,,5.0,133,,0.0,1,1,qd0ydl2t,,,,,0
134,lr6bt3x0,5f121091e95fdc03b5e897d0,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:14.909302,1,,,5.0,134,,0.0,1,1,qd0ydl2t,,,,,0
135,e7x9xfd1,611ff6cc935b6de3fff0b896,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:15.324131,1,,,14.0,135,,0.0,1,1,qd0ydl2t,,,,,0
136,wig7cwr2,610c255527970227a005623e,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:15.472972,1,,,10.0,136,,0.0,1,1,qd0ydl2t,,,,,0
137,t84snq20,59a1ddac5dfd6b000152601f,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:16.527689,1,,,2.0,137,,0.0,1,1,qd0ydl2t,,,,,0
138,c8dgacxs,5c1655c7ad682500017070d2,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:17.347598,1,,,5.0,138,,0.0,1,1,qd0ydl2t,,,,,0
139,fsiu2x0c,61562037d8d42a74687762c6,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:17.599569,1,,,5.0,139,,0.0,1,1,qd0ydl2t,,,,,0
140,ydgumf0b,613536e3238caf9fc20ea9e7,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:19.229946,1,,,5.0,140,,0.0,1,1,qd0ydl2t,,,,,0
141,vl363n9i,5d5181fc842e8600171e5a78,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:22.116014,1,,,4.0,141,,0.0,1,1,qd0ydl2t,,,,,0
142,3zreuv7l,5643708f942576000b66ec22,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:22.980988,1,,,11.0,142,,0.0,1,1,qd0ydl2t,,,,,0
143,2u8ezvac,56f2319af2df32000d8fb1a4,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:23.656500,1,,,7.0,143,,0.0,1,1,qd0ydl2t,,,,,0
144,2if927q2,60fce0fcf9abe7218c789734,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:24.439952,1,,,5.0,144,,0.0,1,1,qd0ydl2t,,,,,0
145,odbmfwqz,614e1095303040298701c095,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:26.533647,1,,,5.0,145,,0.0,1,1,qd0ydl2t,,,,,0
146,av8x9511,6150840e2b45145c1520efeb,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:27.029934,1,,,5.0,146,,0.0,1,1,qd0ydl2t,,,,,0
147,7tofbjl5,5f5b0f1be585c32184a4cf35,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:26.964388,1,,,9.0,147,,0.0,1,1,qd0ydl2t,,,,,0
148,ejgw4dpk,616ed044985dca605e572d22,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:29.124235,1,,,9.0,148,,0.0,1,1,qd0ydl2t,,,,,0
149,xl2t38vp,613930f9c3c440ef9a34bf02,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:29.897734,1,,,9.0,149,,0.0,1,1,qd0ydl2t,,,,,0
150,00h5bvn6,590208c89571f50001c666e3,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:29.774064,1,,,5.0,150,,0.0,1,1,qd0ydl2t,,,,,0
151,ccq98vwt,6058bee6f83bac3e977d4c0b,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:30.409704,1,,,10.0,151,,0.0,1,1,qd0ydl2t,,,,,0
152,ybcfvf1p,5ec9fb7d111ab7533578399d,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:31.010192,1,,,5.0,152,,0.0,1,1,qd0ydl2t,,,,,0
153,980wem25,5cb62e9293342300017a72a1,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:34.254122,1,,,8.0,153,,0.0,1,1,qd0ydl2t,,,,,0
154,2zaozzf5,5ec329937b846b182b00509c,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:35.037352,1,,,15.0,154,,0.0,1,1,qd0ydl2t,,,,,0
155,613xyzfc,60c4e1091b936c7b812e5af4,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:36.727359,1,,,5.0,155,,0.0,1,1,qd0ydl2t,,,,,0
156,004x5qbb,615bbe1b45c3c2e904778bce,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:43.045696,1,,,7.0,156,,0.0,1,1,qd0ydl2t,,,,,0
157,qmri60lo,60d7d5dc074e8bc367732eb6,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:45.558927,1,,,0.0,157,,0.0,1,1,qd0ydl2t,,,,,0
158,vof4sij4,5d7ff85ffec5620017b07c40,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:46.819323,1,,,5.0,158,,0.0,1,1,qd0ydl2t,,,,,0
159,gj4zstza,5f36bde6d3369c0cadac39bf,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:25:56.025292,1,,,6.0,159,,0.0,1,1,qd0ydl2t,,,,,0
160,zxxdc9ro,601478ee2d7cc94b1f1855ec,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:26:03.040166,1,,,9.0,160,,0.0,1,1,qd0ydl2t,,,,,0
161,8om0ndzs,611157c508ec60f3cfb2628e,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:26:06.652372,1,,,5.0,161,,0.0,1,1,qd0ydl2t,,,,,0
162,wctpvxij,5d548912e1c7130018e019dc,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:26:09.577414,1,,,5.0,162,,0.0,1,1,qd0ydl2t,,,,,0
163,lpehbsgv,5f5107258dac162ba31673d1,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:26:31.227477,1,,,7.0,163,,0.0,1,1,qd0ydl2t,,,,,0
164,qj1g2oh6,61076aea3f9aa048a71a4c8d,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:26:49.866462,1,,,3.0,164,,0.0,1,1,qd0ydl2t,,,,,0
165,y71npum7,59d5c894c732930001d88b5e,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:27:17.747585,1,,,9.0,165,,0.0,1,1,qd0ydl2t,,,,,0
166,ub5vamfz,5d4a41890e604c00011ade8b,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:27:38.777408,1,,,8.0,166,,0.0,1,1,qd0ydl2t,,,,,0
167,sjoghnj1,5ec403bb09d0e02a060bd5e6,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:28:22.718292,1,,,5.0,167,,0.0,1,1,qd0ydl2t,,,,,0
168,rnim5057,61023e0830e893bec6bd8f3c,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:30:21.096528,1,,,0.0,168,,0.0,1,1,qd0ydl2t,,,,,0
169,4j7671v4,610b3dc97b4bd5a01da75f44,0,3,24,dictator_human,GroupWaitPage,2021-12-13 19:36:28.147577,1,,,0.0,169,,0.0,1,1,qd0ydl2t,,,,,0
170,jvvmoq6m,613646cde4d38f8b78223fa6,0,3,24,dictator_human,GroupWaitPage,2021-12-13 19:43:59.429521,1,,,0.0,170,,0.0,1,1,qd0ydl2t,,,,,0
171,trif00ly,6104696d120a50b0ec51aa1f,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:52:03.429518,1,,,8.0,171,,0.0,1,1,qd0ydl2t,,,,,0
172,jh9cdcvn,5fc521555cd05b000cfe0998,0,8,24,trust_human_strategy,GroupWaitPage,2021-12-13 19:52:05.473638,1,,,0.0,172,,0.0,1,1,qd0ydl2t,,,,,0
173,91ulmfwg,5b5a822e1ad8270001c4f28d,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:52:05.887842,1,,,2.0,173,,0.0,1,1,qd0ydl2t,,,,,0
174,32uh1e5i,5f871995a3c40d0cbee04d20,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:52:06.596432,1,,,0.0,174,,0.0,1,1,qd0ydl2t,,,,,0
175,arg0sn3j,5f78ce64cb5f144a98a4fa38,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:52:06.857331,1,,,7.0,175,,0.0,1,1,qd0ydl2t,,,,,0
176,hr347og3,5a4a94fef7b7bc00014e1462,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:52:07.404263,1,,,3.0,176,,0.0,1,1,qd0ydl2t,,,,,0
177,rkjp1ex4,5ed543442db0060a955d12e1,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:52:08.965450,1,,,13.0,177,,0.0,1,1,qd0ydl2t,,,,,0
178,qoiafhmd,5f8cbc5c355ea745e6cef2ca,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:52:12.423253,1,,,6.0,178,,0.0,1,1,qd0ydl2t,,,,,0
179,c8i9z21r,6144b5b7af5fefae377c46f9,0,18,24,ultimatum_human_strategy,Belief,2021-12-13 19:52:15.564815,1,,,0.0,179,,0.0,1,1,qd0ydl2t,,,,,0
180,732n0ryd,60b51c99ade9ff3585dff9e7,0,20,24,ultimatum_human_strategy,ResultsWaitPage,2021-12-13 19:52:17.890817,1,,,0.0,180,,0.0,1,1,qd0ydl2t,,,,,0
181,8lksrk9l,5f9057735c69b00e72665f84,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:52:26.678453,1,,,5.0,181,,0.0,1,1,qd0ydl2t,,,,,0
182,gzr2fzln,6003361889252e03cebd8fff,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:52:41.693066,1,,,5.0,182,,0.0,1,1,qd0ydl2t,,,,,0
183,mjbz5k6x,5f2c4bf4e4f3080e6a469fcc,0,24,24,final_screen,EndOfExperiment,2021-12-13 19:54:54.048173,1,,,8.0,183,,0.0,1,1,qd0ydl2t,,,,,0
184,0gmwfjr6,,0,1,24,introduction,ID,2021-12-13 20:05:11.286089,1,,,0.0,184,,0.0,1,1,qd0ydl2t,,,,,0
185,4sv480se,578e6c599bd3d70001e5057f,0,24,24,final_screen,EndOfExperiment,2021-12-13 20:06:22.079613,1,,,7.0,185,,0.0,1,1,qd0ydl2t,,,,,0
186,1oozkowk,5c2c62542c45d400014a32e6,0,24,24,final_screen,EndOfExperiment,2021-12-13 20:06:23.149720,1,,,5.0,186,,0.0,1,1,qd0ydl2t,,,,,0
187,2xj0c796,5eeb19d4e0d561256d56d129,0,24,24,final_screen,EndOfExperiment,2021-12-13 20:06:30.767106,1,,,5.0,187,,0.0,1,1,qd0ydl2t,,,,,0
188,615f7vt1,616d6463aa6ae2ee832b3804,0,24,24,final_screen,EndOfExperiment,2021-12-13 20:07:29.164868,1,,,5.0,188,,0.0,1,1,qd0ydl2t,,,,,0
189,8vbjrfi4,,0,1,24,introduction,ID,2021-12-13 20:09:00.214577,1,,,0.0,189,,0.0,1,1,qd0ydl2t,,,,,0
190,yaxrelpr,,0,1,24,introduction,ID,2021-12-13 20:09:00.906346,1,,,0.0,190,,0.0,1,1,qd0ydl2t,,,,,0
191,sw7dx1vi,612bb0204ad8e7e8bed041eb,0,24,24,final_screen,EndOfExperiment,2021-12-13 20:11:26.833382,1,,,7.0,191,,0.0,1,1,qd0ydl2t,,,,,0
192,x9eit64h,576704bffdff7a0001c12890,0,24,24,final_screen,EndOfExperiment,2021-12-13 20:12:35.728821,1,,,5.0,192,,0.0,1,1,qd0ydl2t,,,,,0
193,x003wam1,610421096c1af729ade5aac1,0,3,24,dictator_human,GroupWaitPage,2021-12-13 20:13:29.215207,1,,,0.0,193,,0.0,1,1,qd0ydl2t,,,,,0
194,ddvx3c0t,,0,1,24,introduction,ID,2021-12-13 20:15:26.109305,1,,,0.0,194,,0.0,1,1,qd0ydl2t,,,,,0
195,q1n6k7uk,,0,1,24,introduction,ID,2021-12-13 20:15:26.807454,1,,,0.0,195,,0.0,1,1,qd0ydl2t,,,,,0
196,8vp2iozc,,0,1,24,introduction,ID,2021-12-13 20:15:27.480202,1,,,0.0,196,,0.0,1,1,qd0ydl2t,,,,,0
197,niss9fk1,5e39d872793a082024d9cf18,0,24,24,final_screen,EndOfExperiment,2021-12-13 20:16:13.294238,1,,,7.0,197,,0.0,1,1,qd0ydl2t,,,,,0
198,gxmau85u,5c9c3ae2d40ce20014233de6,0,24,24,final_screen,EndOfExperiment,2021-12-13 20:16:16.523777,1,,,5.0,198,,0.0,1,1,qd0ydl2t,,,,,0
199,pyipcmby,,0,1,24,introduction,ID,2021-12-13 20:18:43.561221,1,,,0.0,199,,0.0,1,1,qd0ydl2t,,,,,0
200,gx9s67q4,,0,1,24,introduction,ID,2021-12-13 20:18:44.060821,1,,,0.0,200,,0.0,1,1,qd0ydl2t,,,,,0
201,pd1drqi9,,0,0,24,,,,0,,,0.0,201,,0.0,1,1,qd0ydl2t,,,,,0
202,g6w25ibn,,0,0,24,,,,0,,,0.0,202,,0.0,1,1,qd0ydl2t,,,,,0
203,b38opbgm,,0,0,24,,,,0,,,0.0,203,,0.0,1,1,qd0ydl2t,,,,,0
204,a6oz6oxc,,0,0,24,,,,0,,,0.0,204,,0.0,1,1,qd0ydl2t,,,,,0
205,4wxv4gkq,,0,0,24,,,,0,,,0.0,205,,0.0,1,1,qd0ydl2t,,,,,0
206,7ysdut3q,,0,0,24,,,,0,,,0.0,206,,0.0,1,1,qd0ydl2t,,,,,0
207,lgnvs597,,0,0,24,,,,0,,,0.0,207,,0.0,1,1,qd0ydl2t,,,,,0
208,4vd0dxtq,,0,0,24,,,,0,,,0.0,208,,0.0,1,1,qd0ydl2t,,,,,0
209,tvng7k9j,,0,0,24,,,,0,,,0.0,209,,0.0,1,1,qd0ydl2t,,,,,0
210,u5sbo8h8,,0,0,24,,,,0,,,0.0,210,,0.0,1,1,qd0ydl2t,,,,,0
211,m3u6afqr,,0,0,24,,,,0,,,0.0,211,,0.0,1,1,qd0ydl2t,,,,,0
212,mx7d11e7,,0,0,24,,,,0,,,0.0,212,,0.0,1,1,qd0ydl2t,,,,,0
213,q2v1te31,,0,0,24,,,,0,,,0.0,213,,0.0,1,1,qd0ydl2t,,,,,0
214,23tqw0rs,,0,0,24,,,,0,,,0.0,214,,0.0,1,1,qd0ydl2t,,,,,0
215,gkkjt4dm,,0,0,24,,,,0,,,0.0,215,,0.0,1,1,qd0ydl2t,,,,,0
216,az5wubfn,,0,0,24,,,,0,,,0.0,216,,0.0,1,1,qd0ydl2t,,,,,0
217,qefn0us6,,0,0,24,,,,0,,,0.0,217,,0.0,1,1,qd0ydl2t,,,,,0
218,dldpzy6k,,0,0,24,,,,0,,,0.0,218,,0.0,1,1,qd0ydl2t,,,,,0
219,l4u30i13,,0,0,24,,,,0,,,0.0,219,,0.0,1,1,qd0ydl2t,,,,,0
220,q03z3j91,,0,0,24,,,,0,,,0.0,220,,0.0,1,1,qd0ydl2t,,,,,0
221,a8ir6xfx,,0,0,24,,,,0,,,0.0,221,,0.0,1,1,qd0ydl2t,,,,,0
222,yt816mkk,,0,0,24,,,,0,,,0.0,222,,0.0,1,1,qd0ydl2t,,,,,0
223,fu9j2nja,,0,0,24,,,,0,,,0.0,223,,0.0,1,1,qd0ydl2t,,,,,0
224,qas5g6vd,,0,0,24,,,,0,,,0.0,224,,0.0,1,1,qd0ydl2t,,,,,0
225,9ubn528w,,0,0,24,,,,0,,,0.0,225,,0.0,1,1,qd0ydl2t,,,,,0
226,x9es7xns,,0,0,24,,,,0,,,0.0,226,,0.0,1,1,qd0ydl2t,,,,,0
227,t3c5uw0h,,0,0,24,,,,0,,,0.0,227,,0.0,1,1,qd0ydl2t,,,,,0
228,v26sf7cr,,0,0,24,,,,0,,,0.0,228,,0.0,1,1,qd0ydl2t,,,,,0
229,qi2ozrxw,,0,0,24,,,,0,,,0.0,229,,0.0,1,1,qd0ydl2t,,,,,0
230,r77dwlxj,,0,0,24,,,,0,,,0.0,230,,0.0,1,1,qd0ydl2t,,,,,0
231,js8m8h7i,,0,0,24,,,,0,,,0.0,231,,0.0,1,1,qd0ydl2t,,,,,0
232,z2lq51lz,,0,0,24,,,,0,,,0.0,232,,0.0,1,1,qd0ydl2t,,,,,0
233,l3717s6x,,0,0,24,,,,0,,,0.0,233,,0.0,1,1,qd0ydl2t,,,,,0
234,qvxwuvvl,,0,0,24,,,,0,,,0.0,234,,0.0,1,1,qd0ydl2t,,,,,0
235,667n2n0n,,0,0,24,,,,0,,,0.0,235,,0.0,1,1,qd0ydl2t,,,,,0
236,0yhw8ru7,,0,0,24,,,,0,,,0.0,236,,0.0,1,1,qd0ydl2t,,,,,0
237,brlqxw5r,,0,0,24,,,,0,,,0.0,237,,0.0,1,1,qd0ydl2t,,,,,0
238,so6lp2d5,,0,0,24,,,,0,,,0.0,238,,0.0,1,1,qd0ydl2t,,,,,0
239,nnkwz3d3,,0,0,24,,,,0,,,0.0,239,,0.0,1,1,qd0ydl2t,,,,,0
240,o9erziq3,,0,0,24,,,,0,,,0.0,240,,0.0,1,1,qd0ydl2t,,,,,0
241,snwui0os,,0,0,24,,,,0,,,0.0,241,,0.0,1,1,qd0ydl2t,,,,,0
242,rm6pzg1n,,0,0,24,,,,0,,,0.0,242,,0.0,1,1,qd0ydl2t,,,,,0
243,e4qr6jwx,,0,0,24,,,,0,,,0.0,243,,0.0,1,1,qd0ydl2t,,,,,0
244,g4azszo6,,0,0,24,,,,0,,,0.0,244,,0.0,1,1,qd0ydl2t,,,,,0
245,54ef7w2q,,0,0,24,,,,0,,,0.0,245,,0.0,1,1,qd0ydl2t,,,,,0
246,ri3hp5kr,,0,0,24,,,,0,,,0.0,246,,0.0,1,1,qd0ydl2t,,,,,0
247,hi9kbxvi,,0,0,24,,,,0,,,0.0,247,,0.0,1,1,qd0ydl2t,,,,,0
248,6lz8u2dz,,0,0,24,,,,0,,,0.0,248,,0.0,1,1,qd0ydl2t,,,,,0
249,kgy3y9rp,,0,0,24,,,,0,,,0.0,249,,0.0,1,1,qd0ydl2t,,,,,0
250,8omz1523,,0,0,24,,,,0,,,0.0,250,,0.0,1,1,qd0ydl2t,,,,,0
251,ie27asyv,,0,0,24,,,,0,,,0.0,251,,0.0,1,1,qd0ydl2t,,,,,0
252,oar7dg5j,,0,0,24,,,,0,,,0.0,252,,0.0,1,1,qd0ydl2t,,,,,0
253,8efejnix,,0,0,24,,,,0,,,0.0,253,,0.0,1,1,qd0ydl2t,,,,,0
254,7bi9lxav,,0,0,24,,,,0,,,0.0,254,,0.0,1,1,qd0ydl2t,,,,,0
255,n9wz87tj,,0,0,24,,,,0,,,0.0,255,,0.0,1,1,qd0ydl2t,,,,,0
256,2at3hxg1,,0,0,24,,,,0,,,0.0,256,,0.0,1,1,qd0ydl2t,,,,,0
257,c6uzeygc,,0,0,24,,,,0,,,0.0,257,,0.0,1,1,qd0ydl2t,,,,,0
258,7tje42xz,,0,0,24,,,,0,,,0.0,258,,0.0,1,1,qd0ydl2t,,,,,0
259,o2zk8p9n,,0,0,24,,,,0,,,0.0,259,,0.0,1,1,qd0ydl2t,,,,,0
260,nw2xku3n,,0,0,24,,,,0,,,0.0,260,,0.0,1,1,qd0ydl2t,,,,,0
261,3eh4nxz6,,0,0,24,,,,0,,,0.0,261,,0.0,1,1,qd0ydl2t,,,,,0
262,4kmn3a86,,0,0,24,,,,0,,,0.0,262,,0.0,1,1,qd0ydl2t,,,,,0
263,fqbxfndw,,0,0,24,,,,0,,,0.0,263,,0.0,1,1,qd0ydl2t,,,,,0
264,e2bxgiww,,0,0,24,,,,0,,,0.0,264,,0.0,1,1,qd0ydl2t,,,,,0
265,fkz8lnd2,,0,0,24,,,,0,,,0.0,265,,0.0,1,1,qd0ydl2t,,,,,0
266,fz05b6hv,,0,0,24,,,,0,,,0.0,266,,0.0,1,1,qd0ydl2t,,,,,0
267,yxhk5foj,,0,0,24,,,,0,,,0.0,267,,0.0,1,1,qd0ydl2t,,,,,0
268,ef1tf9z2,,0,0,24,,,,0,,,0.0,268,,0.0,1,1,qd0ydl2t,,,,,0
269,4uce8egy,,0,0,24,,,,0,,,0.0,269,,0.0,1,1,qd0ydl2t,,,,,0
270,ax2g8h95,,0,0,24,,,,0,,,0.0,270,,0.0,1,1,qd0ydl2t,,,,,0
271,dyliwv8q,,0,0,24,,,,0,,,0.0,271,,0.0,1,1,qd0ydl2t,,,,,0
272,277sbbr8,,0,0,24,,,,0,,,0.0,272,,0.0,1,1,qd0ydl2t,,,,,0
273,hr4rdwt1,,0,0,24,,,,0,,,0.0,273,,0.0,1,1,qd0ydl2t,,,,,0
274,uiuw9ws3,,0,0,24,,,,0,,,0.0,274,,0.0,1,1,qd0ydl2t,,,,,0
275,j585gykq,,0,0,24,,,,0,,,0.0,275,,0.0,1,1,qd0ydl2t,,,,,0
276,ufkswnvv,,0,0,24,,,,0,,,0.0,276,,0.0,1,1,qd0ydl2t,,,,,0
277,ccwu15nu,,0,0,24,,,,0,,,0.0,277,,0.0,1,1,qd0ydl2t,,,,,0
278,95sl2ouo,,0,0,24,,,,0,,,0.0,278,,0.0,1,1,qd0ydl2t,,,,,0
279,cwcuf05a,,0,0,24,,,,0,,,0.0,279,,0.0,1,1,qd0ydl2t,,,,,0
280,f45gz5sh,,0,0,24,,,,0,,,0.0,280,,0.0,1,1,qd0ydl2t,,,,,0
281,r34ybke3,,0,0,24,,,,0,,,0.0,281,,0.0,1,1,qd0ydl2t,,,,,0
282,39m0dwwb,,0,0,24,,,,0,,,0.0,282,,0.0,1,1,qd0ydl2t,,,,,0
283,b8lhqinz,,0,0,24,,,,0,,,0.0,283,,0.0,1,1,qd0ydl2t,,,,,0
284,jc9nxg9q,,0,0,24,,,,0,,,0.0,284,,0.0,1,1,qd0ydl2t,,,,,0
285,ijk5y9mk,,0,0,24,,,,0,,,0.0,285,,0.0,1,1,qd0ydl2t,,,,,0
286,5741uvnw,,0,0,24,,,,0,,,0.0,286,,0.0,1,1,qd0ydl2t,,,,,0
287,ezttzl40,,0,0,24,,,,0,,,0.0,287,,0.0,1,1,qd0ydl2t,,,,,0
288,p5i660pk,,0,0,24,,,,0,,,0.0,288,,0.0,1,1,qd0ydl2t,,,,,0
289,ixjajjjd,,0,0,24,,,,0,,,0.0,289,,0.0,1,1,qd0ydl2t,,,,,0
290,m8zte8ai,,0,0,24,,,,0,,,0.0,290,,0.0,1,1,qd0ydl2t,,,,,0
291,if84884q,,0,0,24,,,,0,,,0.0,291,,0.0,1,1,qd0ydl2t,,,,,0
292,i5r37z6u,,0,0,24,,,,0,,,0.0,292,,0.0,1,1,qd0ydl2t,,,,,0
293,62zxu63j,,0,0,24,,,,0,,,0.0,293,,0.0,1,1,qd0ydl2t,,,,,0
294,yt8qdxrm,,0,0,24,,,,0,,,0.0,294,,0.0,1,1,qd0ydl2t,,,,,0
295,3rm597s1,,0,0,24,,,,0,,,0.0,295,,0.0,1,1,qd0ydl2t,,,,,0
296,mye2daj3,,0,0,24,,,,0,,,0.0,296,,0.0,1,1,qd0ydl2t,,,,,0
297,8du6ocew,,0,0,24,,,,0,,,0.0,297,,0.0,1,1,qd0ydl2t,,,,,0
298,poo7uaji,,0,0,24,,,,0,,,0.0,298,,0.0,1,1,qd0ydl2t,,,,,0
299,bi860uv4,,0,0,24,,,,0,,,0.0,299,,0.0,1,1,qd0ydl2t,,,,,0
300,0kwqthgn,,0,0,24,,,,0,,,0.0,300,,0.0,1,1,qd0ydl2t,,,,,0
